"university","career","inscription_date","first_name","last_name","gender","postal_code","location","correos_electronicos"
"universidad_nacional_de_tres_de_febrero","licenciatura_en_ciencias_geológicas","06/Sep/20","becky","lamb","f",9009,"CAÑADON LAGARTO","garcialauren@gmail.com"
"universidad_nacional_de_tres_de_febrero","licenciatura_en_ciencias_de_la_educación_","06/Oct/20","william","cameron","m",7118,"GENERAL GUIDO","bbrown@gmail.com"
"universidad_nacional_de_tres_de_febrero","ingeniería_en_informática","17/Nov/20","holly","stanley","f",2218,"CARRIZALES","janice94@gmail.com"
"universidad_nacional_de_tres_de_febrero","ingeniería_mecánica","04/Jan/21","lisa","payne","f",7201,"COLMAN","patriciacamacho@hotmail.com"
"universidad_nacional_de_tres_de_febrero","bioquímica","04/Oct/20","brandon","schneider","m",3516,"BASAIL","djohnson@yahoo.com"
"universidad_nacional_de_tres_de_febrero","licenciatura_en_musicoterapia","12/Oct/20","kelly","mckee","f",4740,"AGUA SALADA","medinajessica@yahoo.com"
"universidad_nacional_de_tres_de_febrero","licenciatura_en_ciencias_antropológicas","24/Sep/20","joshua","bond","m",8370,"CAMINERA","garymurray@yahoo.com"
"universidad_nacional_de_tres_de_febrero","licenciatura_en_sociología_","08/Nov/20","jason","burns","m",5303,"ANJULLON","hstewart@hotmail.com"
"universidad_nacional_de_tres_de_febrero","técnico_para_bioterios_","06/Nov/20","devin","hernandez","m",4561,"LA CHINACA","hcole@gmail.com"
"universidad_nacional_de_tres_de_febrero","medicina","22/Nov/20","dr.","john","m",6380,"BOEUF","pspears@gmail.com"
"universidad_nacional_de_tres_de_febrero","técnico_para_bioterios_","10/Sep/20","jordan","flowers","m",9037,"ALDEA BELEIRO","thomasmurray@yahoo.com"
"universidad_nacional_de_tres_de_febrero","licenciatura_en_relaciones_del_trabajo_","30/Nov/20","adrian","underwood","m",6220,"BERNARDO LARROUDE","dudleymorgan@hotmail.com"
"universidad_nacional_de_tres_de_febrero","ingeniería_electrónica","14/Sep/20","jane","walters","f",3117,"ALDEA SAN ANTONIO","joseph51@yahoo.com"
"universidad_nacional_de_tres_de_febrero","ingeniería_en_informática","10/Nov/20","lisa","hull","f",8334,"INGENIERO HUERGO","jacksonkimberly@hotmail.com"
"universidad_nacional_de_tres_de_febrero","actuario_","11/Jan/21","sarah","thomas","f",3229,"COLONIA FREITAS","duane52@hotmail.com"
"universidad_nacional_de_tres_de_febrero","diseño_industrial","04/Sep/20","william","thornton","m",5260,"ACHERAL","melissacarey@yahoo.com"
"universidad_nacional_de_tres_de_febrero","técnico_para_bioterios_","20/Sep/20","leslie","allen","f",3433,"CARRIZAL NORTE","sjohns@gmail.com"
"universidad_nacional_de_tres_de_febrero","farmacia","08/Sep/20","william","blevins","m",5645,"EL CENIZO","stantonwayne@yahoo.com"
"universidad_nacional_de_tres_de_febrero","ciencias_veterinarias","09/Oct/20","curtis","stein","m",1643,"BECCAR","gaguilar@gmail.com"
"universidad_nacional_de_tres_de_febrero","ingeniería_mecánica","28/Jan/21","crystal","ingram","f",6703,"ALASTUEY","hernandezpatrick@hotmail.com"
"universidad_nacional_de_tres_de_febrero","licenciatura_en_psicología","19/Dec/20","angel","gamble","m",5407,"DIQUE TOMA","gallagherrobert@yahoo.com"
"universidad_nacional_de_tres_de_febrero","licenciatura_en_ciencias_biológicas","18/Sep/20","patrick","navarro","m",1893,"CENTRO AGRICOLA EL PATO","jessicabell@gmail.com"
"universidad_nacional_de_tres_de_febrero","licenciatura_en_gestión_de_agroalimentos","22/Oct/20","jeffery","neal","m",5343,"LAVALLE","williamjohnson@hotmail.com"
"universidad_nacional_de_tres_de_febrero","bioquímica","10/Jan/21","anthony","garcia","m",3013,"COLONIA MATILDE","brownchristy@yahoo.com"
"universidad_nacional_de_tres_de_febrero","licenciatura_en_planificación_y_diseño_del_paisaje","19/Nov/20","theresa","morrison","f",3226,"BUENA VISTA","orrstephanie@yahoo.com"
"universidad_nacional_de_tres_de_febrero","ciencias_veterinarias","27/Dec/20","jennifer","smith","f",8171,"ESPARTILLAR","george98@hotmail.com"
"universidad_nacional_de_tres_de_febrero","técnico_para_bioterios_","27/Dec/20","christina","parker","f",6443,"ARANO","robertjohnson@yahoo.com"
"universidad_nacional_de_tres_de_febrero","licenciatura_en_artes","19/Nov/20","dennis","pugh","m",2105,"CAÑADA RICA","staciemorales@yahoo.com"
"universidad_nacional_de_tres_de_febrero","licenciatura_en_producción_de_bioimagenes","17/Oct/20","michelle","martin","f",8153,"BALNEARIO ORIENTE","ltravis@hotmail.com"
"universidad_nacional_de_tres_de_febrero","diseño_de_imagen_y_sonido","02/Dec/20","crystal","henderson","f",3214,"ESTACION YERUA","rtorres@gmail.com"
"universidad_nacional_de_tres_de_febrero","licenciatura_en_planificación_y_diseño_del_paisaje","12/Nov/20","edward","nelson","m",5623,"ATUEL SUD","caldwellbridget@yahoo.com"
"universidad_nacional_de_tres_de_febrero","diseño_industrial","28/Dec/20","anthony","munoz","m",3583,"ISLA TIGRE","ryan64@gmail.com"
"universidad_nacional_de_tres_de_febrero","ingeniería_electrónica","20/Oct/20","crystal","wright","f",9411,"BASE AEREA TENIENTE MATIENZO","thomas56@gmail.com"
"universidad_nacional_de_tres_de_febrero","licenciatura_en_sociología_","11/Dec/20","sandra","hardy","f",3338,"17 DE AGOSTO","nathanmayer@gmail.com"
"universidad_nacional_de_tres_de_febrero","ingeniería_mecánica","06/Dec/20","kelly","walton","m",1847,"RAFAEL CALZADA","jjohnson@yahoo.com"
"universidad_nacional_de_tres_de_febrero","ciencias_veterinarias","30/Oct/20","michael","ortiz","m",7116,"CAMARON CHICO","mark77@hotmail.com"
"universidad_nacional_de_tres_de_febrero","licenciatura_en_artes","17/Dec/20","valerie","peters","f",5340,"AGUA GRANDE","david62@yahoo.com"
"universidad_nacional_de_tres_de_febrero","arquitectura","09/Dec/20","tiffany","hammond","f",5715,"ARBOL VERDE","dgreen@hotmail.com"
"universidad_nacional_de_tres_de_febrero","ciencias_veterinarias","06/Jan/21","matthew","hicks","m",1865,"EL PAMPERO","thunt@yahoo.com"
"universidad_nacional_de_tres_de_febrero","licenciatura_en_sociología_","23/Sep/20","david","johnson","m",1834,"TEMPERLEY","qmarshall@gmail.com"
"universidad_nacional_de_tres_de_febrero","licenciatura_en_planificación_y_diseño_del_paisaje","03/Sep/20","melissa","reyes","f",3283,"COLONIA MABRAGAÑA","nelsonjamie@hotmail.com"
"universidad_nacional_de_tres_de_febrero","bioquímica","01/Oct/20","ashley","grant","f",2622,"MAGGIOLO","smithadam@yahoo.com"
"universidad_nacional_de_tres_de_febrero","licenciatura_en_psicología","17/Oct/20","sophia","simmons","f",4126,"EL BRETE","bennettbrenda@yahoo.com"
"universidad_nacional_de_tres_de_febrero","licenciatura_en_ciencia_y_tecnología_de_alimentos","15/Nov/20","holly","pope","f",2763,"FLAMENCO","vanessa09@hotmail.com"
"universidad_nacional_de_tres_de_febrero","contador_público_","25/Sep/20","david","thompson","m",3551,"CAMPO MONTE LA VIRUELA","ruizernest@gmail.com"
"universidad_nacional_de_tres_de_febrero","licenciatura_en_gestión_de_agroalimentos","16/Jan/21","christopher","blanchard","m",1669,"DEL VISO","aaron64@yahoo.com"
"universidad_nacional_de_tres_de_febrero","licenciatura_en_artes","14/Nov/20","mitchell","dickson","m",3587,"SAN ANTONIO DE OBLIGADO","riverajason@hotmail.com"
"universidad_nacional_de_tres_de_febrero","licenciatura_en_ciencias_geológicas","02/Sep/20","gary","collins","m",2601,"LA CHISPA","fadams@gmail.com"
"universidad_nacional_de_tres_de_febrero","diseño_de_imagen_y_sonido","24/Nov/20","mark","washington","m",3248,"CARAGUATA","lisa66@hotmail.com"
"universidad_nacional_de_tres_de_febrero","diseño_de_imagen_y_sonido","20/Sep/20","steven","fields","m",6601,"ALTAMIRA","coffeyryan@yahoo.com"
"universidad_nacional_de_tres_de_febrero","licenciatura_en_kinesiología_y_fisiatría","20/Sep/20","tammy","vaughn","f",2315,"ESTACION SAGUIER","joshua13@yahoo.com"
"universidad_nacional_de_tres_de_febrero","licenciatura_en_ciencias_de_la_computación","02/Nov/20","christopher","washington","m",3487,"PUESTO DE ISLA","cramos@hotmail.com"
"universidad_nacional_de_tres_de_febrero","licenciatura_en_ciencia_y_tecnología_de_alimentos","29/Nov/20","scott","coleman","m",8181,"AZOPARDO","harrisamy@hotmail.com"
"universidad_nacional_de_tres_de_febrero","licenciatura_en_producción_de_bioimagenes","24/Sep/20","marcus","ball","m",5707,"AGUADITAS","wgarza@hotmail.com"
"universidad_nacional_de_tres_de_febrero","licenciatura_en_ciencias_de_la_educación_","20/Sep/20","steven","valdez","m",2101,"ALBARELLOS","ryanmelanie@yahoo.com"
"universidad_nacional_de_tres_de_febrero","ciencias_veterinarias","09/Oct/20","cole","nielsen","m",5386,"AMANA","williamsbonnie@gmail.com"
"universidad_nacional_de_tres_de_febrero","licenciatura_en_planificación_y_diseño_del_paisaje","27/Sep/20","catherine","johnson","f",3427,"ABRA","mark49@gmail.com"
"universidad_nacional_de_tres_de_febrero","diseño_industrial","26/Sep/20","john","perez","m",8415,"ARROYO LAS MINAS","grant91@gmail.com"
"universidad_nacional_de_tres_de_febrero","licenciatura_en_sociología_","04/Nov/20","mary","lyons","f",1986,"ALTAMIRANO","sthompson@yahoo.com"
"universidad_nacional_de_tres_de_febrero","arquitectura","20/Jan/21","angela","snyder","f",2741,"EL RETIRO","uwilliams@hotmail.com"
"universidad_nacional_de_tres_de_febrero","licenciatura_en_gestión_de_agroalimentos","30/Sep/20","amanda","higgins","f",6551,"JUAN F IBARRA","mclaughlinjustin@gmail.com"
"universidad_nacional_de_tres_de_febrero","licenciatura_en_relaciones_del_trabajo_","11/Sep/20","kim","romero","f",2147,"SAN GENARO NORTE","nwilliams@hotmail.com"
"universidad_nacional_de_tres_de_febrero","licenciatura_en_ciencias_antropológicas","17/Dec/20","mary","richardson","f",5637,"30 DE OCTUBRE","lynnswanson@hotmail.com"
"universidad_nacional_de_tres_de_febrero","licenciatura_en_producción_de_bioimagenes","31/Jan/21","alfred","haas","m",7267,"ALVAREZ DE TOLEDO","sherry19@yahoo.com"
"universidad_nacional_de_tres_de_febrero","ingeniería_mecánica","10/Dec/20","autumn","pierce","f",3262,"CASEROS","claudiablake@yahoo.com"
"universidad_nacional_de_tres_de_febrero","arquitectura","03/Dec/20","diamond","wright","f",1625,"ARROYO CANELON","bowenjennifer@yahoo.com"
"universidad_nacional_de_tres_de_febrero","licenciatura_en_planificación_y_diseño_del_paisaje","03/Oct/20","brett","robinson","m",5582,"ALBERTO FLORES","osmith@hotmail.com"
"universidad_nacional_de_tres_de_febrero","licenciatura_en_sociología_","19/Jan/21","vanessa","weaver","f",6648,"MECHA","walterrodriguez@gmail.com"
"universidad_nacional_de_tres_de_febrero","diseño_industrial","14/Nov/20","angela","cuevas","f",6411,"BRAVO DEL DOS","amy05@yahoo.com"
"universidad_nacional_de_tres_de_febrero","licenciatura_en_producción_de_bioimagenes","29/Jan/21","howard","koch","m",5734,"LA RIBERA","nancysmith@yahoo.com"
"universidad_nacional_de_tres_de_febrero","licenciatura_en_artes","24/Sep/20","jessica","watson","f",8109,"ALMIRANTE SOLIER","dprice@hotmail.com"
"universidad_nacional_de_tres_de_febrero","farmacia","20/Jan/21","katherine","wiggins","f",4411,"SEY","cwalker@hotmail.com"
"universidad_nacional_de_tres_de_febrero","licenciatura_en_terapia_ocupacional","03/Oct/20","michael","page","m",9007,"EL JAGUEL","matthew44@hotmail.com"
"universidad_nacional_de_tres_de_febrero","arquitectura","05/Dec/20","donald","williams","m",5341,"ANILLACO","kingzachary@gmail.com"
"universidad_nacional_de_tres_de_febrero","licenciatura_en_kinesiología_y_fisiatría","23/Nov/20","charles","thompson","m",2216,"CAMPO RAFFO","twallace@hotmail.com"
"universidad_nacional_de_tres_de_febrero","licenciatura_en_ciencia_política_","07/Dec/20","jane","nelson","f",5260,"ACHERAL","slopez@gmail.com"
"universidad_nacional_de_tres_de_febrero","licenciatura_en_ciencias_de_la_computación","23/Sep/20","dr.","nancy","f",9411,"BASE AEREA TENIENTE MATIENZO","elizabeth58@gmail.com"
"universidad_nacional_de_tres_de_febrero","ingeniería_en_informática","28/Nov/20","rhonda","fox","f",5571,"CHIVILCOY","paulmcpherson@gmail.com"
"universidad_nacional_de_tres_de_febrero","licenciatura_en_artes","24/Sep/20","kevin","lee","m",2921,"GODOY","fullerchristina@gmail.com"
"universidad_nacional_de_tres_de_febrero","licenciatura_en_artes","31/Jan/21","melanie","white","f",4234,"ACHALCO","rebeccacraig@hotmail.com"
"universidad_nacional_de_tres_de_febrero","medicina","16/Jan/21","brandon","stout","m",1913,"ATALAYA","wardrandall@gmail.com"
"universidad_nacional_de_tres_de_febrero","licenciatura_en_psicología","11/Jan/21","maria","salazar","f",6365,"AZTEAZU","elizabethpearson@yahoo.com"
"universidad_nacional_de_tres_de_febrero","licenciatura_en_ciencia_política_","27/Oct/20","jacob","parker","m",8148,"ESTANCIA LAS ISLETAS","oward@hotmail.com"
"universidad_nacional_de_tres_de_febrero","arquitectura","02/Dec/20","william","caldwell","m",7007,"CAMINERA NAPALEOFU","johnnycampbell@gmail.com"
"universidad_nacional_de_tres_de_febrero","licenciatura_en_sociología_","17/Dec/20","natalie","murphy","f",6244,"BANDERALO","jamesreynolds@yahoo.com"
"universidad_nacional_de_tres_de_febrero","licenciatura_en_musicoterapia","01/Feb/21","mark","larson","m",5881,"CAÑADA LA NEGRA","ustephens@yahoo.com"
